id,name,url,difficulty,topics,routes,acceptance_rate,c_rate,my_rate,notes,explanation,solved,my_solution
202,Happy Number,https://www.leetcode.com/problems/happy-number,Easy,"Hash Table, Math, Two Pointers",Top Interview,54.38%,82.38,82.38,,,,
204,Count Primes,https://www.leetcode.com/problems/count-primes,Medium,"Array, Math, Enumeration, Number Theory",Top Interview,33.08%,57.08,57.08,,,,
207,Course Schedule,https://www.leetcode.com/problems/course-schedule,Medium,"DFS, BFS, Graph, Topological Sort","Top Liked,Top Interview,Blind 75, Grind 75",45.36%,75.36,73.86,"build adjacentcy_list with edges, run dfs on each V, if while dfs on V we see V again, then loop exists, otherwise V isnt in a loop, 3 states= not visited, visited, still visiting",https://youtu.be/EgI5nU9etnU,,
208,Implement Trie (Prefix Tree),https://www.leetcode.com/problems/implement-trie-prefix-tree,Medium,"Hash Table, String, Design, Trie","Top Liked,Top Interview,Blind 75, Grind 75",60.87%,113.37,111.87,"node has children characters, and bool if its an ending character, node DOESN’T have or need char, since root node doesn’t have a char, only children;",https://youtu.be/oobqoCJlHA0,,
209,Minimum Size Subarray Sum,https://www.leetcode.com/problems/minimum-size-subarray-sum,Medium,"Array, Binary Search, Sliding Window, Prefix Sum",Sixty Basic,44.48%,78.98,86.48,,,,
210,Course Schedule II,https://www.leetcode.com/problems/course-schedule-ii,Medium,"DFS, BFS, Graph, Topological Sort",Top Interview,47.98%,56.98,56.98,,,,
211,Design Add and Search Words Data Structure,https://www.leetcode.com/problems/design-add-and-search-words-data-structure,Medium,"String, DFS, Design, Trie","Blind 75, Grind 75",43.13%,73.13,71.63,"if char = ""."" run search for remaining portion of word on all of curr nodes children;",https://youtu.be/BTf05gs_8iU,,
212,Word Search II,https://www.leetcode.com/problems/word-search-ii,Hard,"Array, String, Backtracking, Trie, Matrix","Top Interview,Blind 75, Grind 75",36.88%,71.88,70.88,"trick: I though use trie to store the grid, reverse thinking, instead store dictionary words, dfs on each cell, check if cell's char exists as child of root node in trie, if it does, update currNode, and check neighbors, a word could exist multiple times in grid, so don’t add duplicates;",https://youtu.be/asbcE9mZz_U,,
213,House Robber II,https://www.leetcode.com/problems/house-robber-ii,Medium,"Array, DP","Sixty Basic,Blind 75, Grind 75",40.69%,81.19,87.19,"subarr = arr without first & last, get max of subarr, then pick which of first/last should be added to it",https://youtu.be/rWAJCfYYOvM,,
215,Kth Largest Element in an Array,https://www.leetcode.com/problems/kth-largest-element-in-an-array,Medium,"Array, Divide and Conquer, Sorting, Priority Queue, Quickselect","Top Liked,Top Interview",65.73%,100.23,100.23,,,,
218,The Skyline Problem,https://www.leetcode.com/problems/the-skyline-problem,Hard,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Line Sweep, Priority Queue, Ordered Set",Top Interview,41.56%,57.56,57.56,,,,
226,Invert Binary Tree,https://www.leetcode.com/problems/invert-binary-tree,Easy,"Tree, DFS, BFS, Binary Tree","Top Liked,Blind 75, Grind 75",73.26%,113.26,111.26,"recursive dfs to invert subtrees; bfs to invert levels, use collections.deque; iterative dfs is easy with stack if doing pre-order traversal",https://youtu.be/OnSn2XEQ4MY,,
227,Basic Calculator II,https://www.leetcode.com/problems/basic-calculator-ii,Medium,"Math, String, Stack",Top Interview,42.20%,73.70,73.70,,,,
230,Kth Smallest Element in a BST,https://www.leetcode.com/problems/kth-smallest-element-in-a-bst,Medium,"Tree, DFS, Binary Search, Binary Tree","Top Liked,Top Interview,Blind 75, Grind 75",69.36%,118.86,105.36,"non-optimal store tree in sorted array; iterative dfs in-order and return the kth element processed, go left until null, pop, go right once;",https://youtu.be/5LUXSvjmGCw,,
234,Palindrome Linked List,https://www.leetcode.com/problems/palindrome-linked-list,Easy,"Linked List, Two Pointers, Stack, Recursion","Top Liked,Top Interview",49.53%,107.53,107.53,,,,
235,Lowest Common Ancestor of a Binary Search,https://www.leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,Medium,"Tree, DFS, Binary Search, Binary Tree","Blind 75, Grind 75",60.20%,99.20,85.70,,,,
236,Lowest Common Ancestor of a Binary Tree,https://www.leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,Medium,"Tree, DFS, Binary Tree","Top Liked,Top Interview,Blind 75, Grind 75",57.97%,95.47,93.97,,,,
237,Delete Node in a Linked List,https://www.leetcode.com/problems/delete-node-in-a-linked-list,Medium,Linked List,Top Interview,75.19%,96.19,96.19,,,,
238,Product of Array Except Self,https://www.leetcode.com/problems/product-of-array-except-self,Medium,"Array, Prefix Sum","Top Liked,Top Interview,Blind 75, Grind 75",64.70%,109.70,108.20,"make two passes, first in-order, second in-reverse, to compute products",https://youtu.be/bNvIQI2wAjk,,
239,Sliding Window Maximum,https://www.leetcode.com/problems/sliding-window-maximum,Hard,"Array, Queue, Sliding Window, Priority Queue, Monotonic Queue","Top Liked,Top Interview",46.63%,64.63,64.63,,,,
240,Search a 2D Matrix II,https://www.leetcode.com/problems/search-a-2d-matrix-ii,Medium,"Array, Binary Search, Divide and Conquer, Matrix","Top Liked,Top Interview",50.59%,89.59,89.59,,,,
243,Shortest Word Distance,https://www.leetcode.com/problems/shortest-word-distance,Easy,"Array, String",Curated Algo,64.90%,104.90,104.90,,,,
244,Shortest Word Distance II,https://www.leetcode.com/problems/shortest-word-distance-ii,Medium,"Array, Hash Table, Two Pointers, String, Design",Curated Algo,60.72%,102.72,102.72,,,,
245,Shortest Word Distance III,https://www.leetcode.com/problems/shortest-word-distance-iii,Medium,"Array, String",Curated Algo,57.48%,87.48,87.48,,,,
247,Strobogrammatic Number II,https://www.leetcode.com/problems/strobogrammatic-number-ii,Medium,"Array, String, Recursion",Curated Algo,51.45%,88.95,88.95,,,,
249,Group Shifted Strings,https://www.leetcode.com/problems/group-shifted-strings,Medium,"Array, Hash Table, String",Curated Algo,64.26%,106.26,106.26,,,,
250,Count Univalue Subtrees,https://www.leetcode.com/problems/count-univalue-subtrees,Medium,"Tree, DFS, Binary Tree",Curated Algo,55.27%,67.27,67.27,,,,
251,Flatten 2D Vector,https://www.leetcode.com/problems/flatten-2d-vector,Medium,"Array, Two Pointers, Design, Iterator","Curated Algo,Top Interview",48.90%,75.90,75.90,,,,
252,Meeting Rooms,https://www.leetcode.com/problems/meeting-rooms,Easy,"Array, Sorting","Curated Algo,Sixty Basic,Blind 75, Grind 75",57.03%,125.03,133.03,"sort intervals by start time, if second interval doesn’t overlap with first, then third def wont overlap with first;",https://youtu.be/PaJxqZVPhbg,,
253,Meeting Rooms II,https://www.leetcode.com/problems/meeting-rooms-ii,Medium,"Array, Two Pointers, Greedy, Sorting, Priority Queue, Prefix Sum","Curated Algo,Sixty Basic,Top Interview,Blind 75, Grind 75",50.47%,108.97,114.97,"we care about the points in time where we are starting/ending a meeting, we already are given those, just separate start/end and traverse counting num of meetings going at these points in time; for each meeting check if a prev meeting has finished before curr started, using min heap;",https://youtu.be/FdzJmTCVyJU,,
254,Factor Combinations,https://www.leetcode.com/problems/factor-combinations,Medium,"Array, Backtracking",Curated Algo,48.80%,68.30,68.30,,,,
255,Verify Preorder Sequence in Binary Search,https://www.leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,Medium,"Stack, Tree, Binary Search, Recursion, Monotonic Stack, Binary Tree",Curated Algo,48.02%,91.52,79.52,,,,
256,Paint House,https://www.leetcode.com/problems/paint-house,Medium,"Array, DP",Curated Algo,60.59%,80.09,80.09,,,,
259,3Sum Smaller,https://www.leetcode.com/problems/3sum-smaller,Medium,"Array, Two Pointers, Binary Search, Sorting",Curated Algo,50.69%,89.69,89.69,,,,
261,Graph Valid Tree,https://www.leetcode.com/problems/graph-valid-tree,Medium,"DFS, BFS, Union Find, Graph","Curated Algo,Blind 75, Grind 75",46.83%,69.33,67.83,"union find, if union return false, loop exists, at end size must equal n, or its not connected; dfs to get size and check for loop, since each edge is double, before dfs on neighbor of N, remove N from neighbor list of neighbor;",https://youtu.be/bXsUuownnoQ,,
265,Paint House II,https://www.leetcode.com/problems/paint-house-ii,Hard,"Array, DP",Curated Algo,52.33%,65.33,65.33,,,,
266,Palindrome Permutation,https://www.leetcode.com/problems/palindrome-permutation,Easy,"Hash Table, String, Bit Manipulation",Curated Algo,65.83%,101.83,101.83,,,,
267,Palindrome Permutation II,https://www.leetcode.com/problems/palindrome-permutation-ii,Medium,"Hash Table, String, Backtracking",Curated Algo,40.47%,67.47,67.47,,,,
268,Missing Number,https://www.leetcode.com/problems/missing-number,Easy,"Array, Hash Table, Math, Binary Search, Bit Manipulation, Sorting","Top Interview,Blind 75, Grind 75",61.57%,159.57,157.57,compute expected sum - real sum; xor n with each index and value;,https://youtu.be/WnPLSRLSANE,,
269,Alien Dictionary,https://www.leetcode.com/problems/alien-dictionary,Hard,"Array, String, DFS, BFS, Graph, Topological Sort","Curated Algo,Top Interview,Blind 75, Grind 75",35.26%,72.26,71.26,"chars of a word not in order, the words are in order, find adjacency list of each unique char by iterating through adjacent words and finding first chars that are different, run topsort on graph and do loop detection;",https://youtu.be/6kTZYvNNyps,,
270,Closest Binary Search Value,https://www.leetcode.com/problems/closest-binary-search-tree-value,Easy,"Binary Search, Tree, DFS, Binary Search, Binary Tree",Curated Algo,54.57%,102.57,86.57,,,,
271,Encode and Decode Strings,https://www.leetcode.com/problems/encode-and-decode-strings,Medium,"Array, String, Design","Curated Algo,Blind 75, Grind 75",41.51%,89.51,88.01,store length of str before each string and delimiter like '#';,https://youtu.be/B1k_sxOSgv8,,
272,Closest Binary Search Value II,https://www.leetcode.com/problems/closest-binary-search-tree-value-ii,Hard,"Two Pointers, Stack, Tree, DFS, Binary Search, Priority Queue, Binary Tree",Curated Algo,58.22%,82.22,74.22,,,,
276,Paint Fence,https://www.leetcode.com/problems/paint-fence,Medium,DP,"Curated Algo,Sixty Basic",44.06%,54.56,62.06,,,,
277,Find the Celebrity,https://www.leetcode.com/problems/find-the-celebrity,Medium,"Two Pointers, Greedy, Graph, Interactive","Curated Algo,Top Interview",46.59%,58.59,58.59,,,,
278,First Bad Version,https://www.leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts,Easy,"Binary Search, Interactive",Grind 75,42.92%,72.92,72.92,,,,
279,Perfect Squares,https://www.leetcode.com/problems/perfect-squares,Medium,"Math, DP, BFS",Top Interview,52.13%,61.13,61.13,,,,
280,Wiggle Sort,https://www.leetcode.com/problems/wiggle-sort,Medium,"Array, Greedy, Sorting",Curated Algo,66.39%,93.39,93.39,,,,
281,Zigzag Iterator,https://www.leetcode.com/problems/zigzag-iterator,Medium,"Array, Design, Queue, Iterator",Curated Algo,62.32%,81.82,81.82,,,,
283,Move Zeroes,https://www.leetcode.com/problems/move-zeroes,Easy,"Array, Two Pointers","Sixty Basic,Top Liked,Top Interview",61.33%,105.33,115.33,,,,
285,Inorder Successor in BST,https://www.leetcode.com/problems/inorder-successor-in-bst,Medium,"Tree, DFS, Binary Search, Binary Tree","Curated Algo,Top Interview",48.34%,79.84,67.84,,,,
286,Walls and Gates,https://www.leetcode.com/problems/walls-and-gates,Medium,"Array, BFS, Matrix",Curated Algo,60.25%,79.75,79.75,,,,
287,Find the Duplicate Number,https://www.leetcode.com/problems/find-the-duplicate-number,Medium,"Array, Two Pointers, Binary Search, Bit Manipulation","Top Liked,Top Interview",59.13%,98.13,98.13,,,,
289,Game of Life,https://www.leetcode.com/problems/game-of-life,Medium,"Array, Matrix, Simulation",Top Interview,66.68%,90.68,90.68,,,,
291,Word Pattern II,https://www.leetcode.com/problems/word-pattern-ii,Medium,"Hash Table, String, Backtracking",Curated Algo,46.88%,73.88,73.88,,,,
295,Find Median from Data Stream,https://www.leetcode.com/problems/find-median-from-data-stream,Hard,"Two Pointers, Design, Sorting, Priority Queue, Data Stream","Top Liked,Top Interview,Blind 75, Grind 75",51.09%,76.09,75.09,"maintain curr median, and all num greater than med in a minHeap, and all num less than med in a maxHeap, after every insertion update median depending on odd/even num of elements;",https://youtu.be/itmhHWaHupI,,
296,Best Meeting Point,https://www.leetcode.com/problems/best-meeting-point,Hard,"Array, Math, Sorting, Matrix",Curated Algo,60.09%,78.09,78.09,,,,
297,Serialize and Deserialize Binary Tree,https://www.leetcode.com/problems/serialize-and-deserialize-binary-tree,Hard,"String, Tree, DFS, BFS, Design, Binary Tree","Top Interview,Blind 75, Grind 75",54.96%,84.96,83.96,"bfs every single non-null node is added to string, and it's children are added too, even if they're null, deserialize by adding each non-null node to queue, deque node, it's children are next two nodes in string;",https://youtu.be/u4JAi2JJhI8,,
298,Binary Tree Longest Consecutive Sequence,https://www.leetcode.com/problems/binary-tree-longest-consecutive-sequence,Medium,"Tree, DFS, Binary Tree",Curated Algo,52.52%,64.52,64.52,,,,
300,Longest Increasing Subsequence,https://www.leetcode.com/problems/longest-increasing-subsequence,Medium,"Array, Binary Search, DP","Sixty Basic,Top Liked,Top Interview,Blind 75, Grind 75",51.56%,114.56,120.56,"recursive: foreach num, get subseq with num and without num, only include num if prev was less, cache solution of each; dp=subseq length which must end with each num, curr num must be after a prev dp or by itself;",https://youtu.be/cjWnW0hdF1Y,,
302,Smallest Rectangle Enclosing Black Pixels,https://www.leetcode.com/problems/smallest-rectangle-enclosing-black-pixels,Hard,"Array, Binary Search, DFS, BFS, Matrix",Curated Algo,58.21%,79.21,79.21,,,,
305,Number of Islands II,https://www.leetcode.com/problems/number-of-islands-ii,Hard,"Array, Union Find",Curated Algo,39.45%,52.45,52.45,,,,
308,Range Sum Query 2D - Mutable,https://www.leetcode.com/problems/range-sum-query-2d-mutable,Hard,"Array, Design, Binary Indexed Tree, Segment Tree, Matrix","Curated Algo,Top Interview",42.28%,60.28,60.28,,,,
310,Minimum Height Trees,https://www.leetcode.com/problems/minimum-incompatibility,Medium,"DFS, BFS, Graph, Topological Sort",Grind 75,38.53%,49.03,49.03,,,,
311,Sparse Matrix Multiplication,https://www.leetcode.com/problems/sparse-matrix-multiplication,Medium,"Array, Hash Table, Matrix",Curated Algo,67.09%,98.59,98.59,,,,
314,Binary Tree Vertical Order Traversal,https://www.leetcode.com/problems/binary-tree-vertical-order-traversal,Medium,"Hash Table, Tree, DFS, BFS, Binary Tree",Curated Algo,52.07%,76.07,76.07,,,,
315,Count of Smaller Numbers After Self,https://www.leetcode.com/problems/count-of-smaller-numbers-after-self,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",Top Interview,42.82%,66.82,66.82,,,,
317,Shortest Distance from All Buildings,https://www.leetcode.com/problems/shortest-distance-from-all-buildings,Hard,"Array, BFS, Matrix",Curated Algo,42.94%,55.94,55.94,,,,
320,Generalized Abbreviation,https://www.leetcode.com/problems/generalized-abbreviation,Medium,"String, Backtracking, Bit Manipulation",Curated Algo,57.31%,72.31,72.31,,,,
322,Coin Change,https://www.leetcode.com/problems/coin-change,Medium,"Array, DP, BFS","Sixty Basic,Top Liked,Top Interview,Blind 75, Grind 75",41.52%,92.52,98.52,"top-down: recursive dfs, for amount, branch for each coin, cache to store prev coin_count for each amount; bottom-up: compute coins for amount = 1, up until n, using for each coin (amount - coin), cache prev values",https://youtu.be/H9bfqozjoqs,,
323,Number of Connected Components in an Undirected Graph,https://www.leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,Medium,"DFS, BFS, Union Find, Graph","Curated Algo,Sixty Basic,Blind 75, Grind 75",62.04%,90.54,96.54,"dfs on each node that hasn’t been visited, increment component count, adjacency list; bfs and union find are possible;",https://youtu.be/8f1XPm4WOUc,,
324,Wiggle Sort II,https://www.leetcode.com/problems/wiggle-sort-ii,Medium,"Array, Divide and Conquer, Sorting, Quickselect",Top Interview,32.95%,64.45,64.45,,,,
325,Maximum Size Subarray Sum Equals k,https://www.leetcode.com/problems/maximum-size-subarray-sum-equals-k,Medium,"Array, Hash Table, Prefix Sum",Curated Algo,49.31%,80.81,80.81,,,,
326,Power of Three,https://www.leetcode.com/problems/power-of-three,Easy,"Math, Recursion",Top Interview,45.22%,67.22,67.22,,,,
328,Odd Even Linked List,https://www.leetcode.com/problems/odd-even-linked-list,Medium,Linked List,Top Interview,60.23%,81.23,81.23,,,,
329,Longest Increasing Path in a Matrix,https://www.leetcode.com/problems/longest-increasing-path-in-a-matrix,Hard,"Array, DP, DFS, BFS, Graph, Topological Sort, Memoization, Matrix",Top Interview,52.18%,68.18,68.18,,,,
333,Largest BST Subtree,https://www.leetcode.com/problems/largest-bst-subtree,Medium,"DP, Tree, DFS, Binary Search, Binary Tree",Curated Algo,42.41%,66.41,54.41,,,,
334,Increasing Triplet Subsequence,https://www.leetcode.com/problems/increasing-triplet-subsequence,Medium,"Array, Greedy",Top Interview,42.70%,66.70,66.70,,,,
338,Counting Bits,https://www.leetcode.com/problems/counting-bits,Easy,"DP, Bit Manipulation","Blind 75, Grind 75",75.22%,101.22,99.22,"write out result for num=16 to figure out pattern; res[i] = res[i - offset], where offset is the biggest power of 2 <= I;",https://youtu.be/RyBM56RIWrM,,
339,Nested List Weight Sum,https://www.leetcode.com/problems/nested-list-weight-sum,Medium,"DFS, BFS",Curated Algo,81.98%,86.48,86.48,,,,
340,Longest Substring with At Most K Distinct Characters,https://www.leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,Medium,"Hash Table, String, Sliding Window","Curated Algo,Top Interview",47.80%,82.30,82.30,,,,
341,Flatten Nested List Iterator,https://www.leetcode.com/problems/flatten-nested-list-iterator,Medium,"Stack, Tree, DFS, Design, Queue, Iterator",Top Interview,61.54%,90.04,90.04,,,,
344,Reverse String,https://www.leetcode.com/problems/reverse-string,Easy,"Two Pointers, String",Top Interview,76.16%,102.16,102.16,,,,
346,Moving Average from Data Stream,https://www.leetcode.com/problems/moving-average-from-data-stream,Easy,"Array, Design, Queue, Data Stream",Curated Algo,77.03%,103.03,103.03,,,,
348,Design Tic-Tac-Toe,https://www.leetcode.com/problems/design-tic-tac-toe,Medium,"Array, Hash Table, Design, Matrix","Curated Algo,Top Interview",57.56%,96.56,96.56,,,,
349,Intersection of Two Arrays,https://www.leetcode.com/problems/intersection-of-two-arrays,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting",Sixty Basic,70.26%,142.26,152.26,,,,
350,Intersection of Two Arrays II,https://www.leetcode.com/problems/intersection-of-two-arrays-ii,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting",Top Interview,55.58%,129.58,129.58,,,,
353,Design Snake Game,https://www.leetcode.com/problems/design-snake-game,Medium,"Array, Design, Queue, Matrix",Curated Algo,39.01%,58.51,58.51,,,,
358,Rearrange String k Distance Apart,https://www.leetcode.com/problems/rearrange-string-k-distance-apart,Hard,"Hash Table, String, Greedy, Sorting, Priority Queue, Counting",Curated Algo,37.51%,60.51,60.51,,,,
359,Logger Rate Limiter,https://www.leetcode.com/problems/logger-rate-limiter,Easy,"Hash Table, Design",Curated Algo,75.54%,97.54,97.54,,,,
360,Sort Transformed Array,https://www.leetcode.com/problems/sort-transformed-array,Medium,"Array, Math, Two Pointers, Sorting",Curated Algo,54.69%,81.69,81.69,,,,
361,Bomb Enemy,https://www.leetcode.com/problems/bomb-enemy,Medium,"Array, DP, Matrix",Curated Algo,50.89%,70.39,70.39,,,,
362,Design Hit Counter,https://www.leetcode.com/problems/design-hit-counter,Medium,"Array, Hash Table, Binary Search, Design, Queue",Curated Algo,68.38%,111.88,111.88,,,,
364,Nested List Weight Sum II,https://www.leetcode.com/problems/nested-list-weight-sum-ii,Medium,"Stack, DFS, BFS",Curated Algo,67.19%,83.69,83.69,,,,
366,Find Leaves of Binary Tree,https://www.leetcode.com/problems/find-leaves-of-binary-tree,Medium,"Tree, DFS, Binary Tree",Curated Algo,80.14%,92.14,92.14,,,,
369,Plus One Linked List,https://www.leetcode.com/problems/plus-one-linked-list,Medium,"Linked List, Math",Curated Algo,60.95%,77.45,77.45,,,,
370,Range Addition,https://www.leetcode.com/problems/range-addition,Medium,"Array, Prefix Sum",Curated Algo,70.91%,90.41,90.41,,,,
371,Sum of Two Integers,https://www.leetcode.com/problems/sum-of-two-integers,Medium,"Math, Bit Manipulation","Top Interview,Blind 75, Grind 75",50.67%,77.67,76.17,"add bit by bit, be mindful of carry, after adding, if carry is still 1, then add it as well;",https://youtu.be/gVUrDV4tZfY,,
373,Find K Pairs with Smallest Sums,https://www.leetcode.com/problems/find-k-pairs-with-smallest-sums,Medium,"Array, Priority Queue",Sixty Basic,38.36%,60.86,68.36,,,,
378,Kth Smallest Element in a Sorted Matrix,https://www.leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,Medium,"Array, Binary Search, Sorting, Priority Queue, Matrix","Top Liked,Top Interview",61.63%,108.13,108.13,,,,
380,Insert Delete GetRandom O(1),https://www.leetcode.com/problems/insert-delete-getrandom-o1,Medium,"Array, Hash Table, Math, Design, Randomized",Top Interview,52.03%,88.03,88.03,,,,
383,Ransom Note,https://www.leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid,Easy,"Hash Table, String, Counting",Grind 75,57.62%,119.62,101.62,,,TRUE,
384,Shuffle an Array,https://www.leetcode.com/problems/shuffle-an-array,Medium,"Array, Math, Randomized",Top Interview,57.66%,81.66,81.66,,,,
387,First Unique Character in a String,https://www.leetcode.com/problems/first-unique-character-in-a-string,Easy,"Hash Table, String, Queue, Counting","Sixty Basic,Top Interview",58.90%,108.90,118.90,,,,
392,Is Subsequence,https://www.leetcode.com/problems/is-subsequence,Easy,"Two Pointers, String, DP",Sixty Basic,49.14%,73.14,83.14,,,,
394,Decode String,https://www.leetcode.com/problems/decode-string,Medium,"String, Stack, Recursion",Top Liked,57.56%,92.06,92.06,,,,
395,Longest Substring with At Least K Repeating Characters,https://www.leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,Medium,"Hash Table, String, Divide and Conquer, Sliding Window",Top Interview,44.81%,76.31,76.31,,,,
409,Longest Palindrome,https://www.leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Easy,"Hash Table, String, Greedy",Grind 75,54.64%,98.64,98.64,,,,
412,Fizz Buzz,https://www.leetcode.com/problems/fizz-buzz,Easy,"Math, String, Simulation",Top Interview,68.79%,94.79,94.79,,,,
416,Partition Equal Subset Sum,https://www.leetcode.com/problems/partition-equal-subset-sum,Medium,"Array, DP",Top Liked,46.63%,66.13,66.13,,,,
417,Pacific Atlantic Water Flow,https://www.leetcode.com/problems/pacific-atlantic-water-flow,Medium,"Array, DFS, BFS, Matrix","Blind 75, Grind 75",54%,88.50,87.00,"dfs each cell, keep track of visited, and track which reach pac, atl; dfs on cells adjacent to pac, atl, find overlap of cells that are visited by both pac and atl cells;",https://youtu.be/s-VkcjHqkGI,,
422,Valid Word Square,https://www.leetcode.com/problems/valid-word-square,Easy,"Array, Matrix",Curated Algo,38.81%,64.81,64.81,,,,
424,Longest Repeating Character Replacement,https://www.leetcode.com/problems/longest-repeating-character-replacement,Medium,"Hash Table, String, Sliding Window","Blind 75, Grind 75",51.42%,93.42,91.92,"PAY ATTENTION: limited to chars A-Z; for each capital char, check if it could create the longest repeating substr, use sliding window to optimize; check if windowlen=1 works, if yes, increment len, if not, shift window right;",https://youtu.be/gqXU1UyA8pk,,
425,Word Squares,https://www.leetcode.com/problems/word-squares,Hard,"Array, String, Backtracking, Trie",Curated Algo,52.64%,72.64,72.64,,,,
435,Non-overlapping Intervals,https://www.leetcode.com/problems/non-overlapping-intervals,Medium,"Array, DP, Greedy, Sorting","Blind 75, Grind 75",49.85%,91.85,90.35,"instead of removing, count how max num of intervals you can include, sort intervals, dp to compute max intervals up until the i-th interval;",https://youtu.be/nONCGxWoUfM,,
437,Path Sum III,https://www.leetcode.com/problems/path-sum-iii,Medium,"Tree, DFS, Binary Tree",Top Liked,48.72%,60.72,60.72,,,,
438,Find All Anagrams in a String,https://www.leetcode.com/problems/find-all-anagrams-in-a-string,Medium,"Hash Table, String, Sliding Window",Top Liked,48.96%,75.96,75.96,,,,
439,Ternary Expression Parser,https://www.leetcode.com/problems/ternary-expression-parser,Medium,"String, Stack, Recursion",Curated Algo,58.17%,92.67,92.67,,,,
449,Serialize and Deserialize BST,https://www.leetcode.com/problems/serialize-and-deserialize-bst,Medium,"String, Tree, DFS, BFS, Design, Binary Search, Binary Tree","Blind 75, Grind 75",56.77%,106.27,92.77,,,,
454,4Sum II,https://www.leetcode.com/problems/4sum-ii,Medium,"Array, Hash Table",Top Interview,57.31%,93.31,93.31,,,,
465,Optimal Account Balancing,https://www.leetcode.com/problems/optimal-account-balancing,Hard,"Array, DP, Backtracking, Bit Manipulation, Bitmask",Curated Algo,49.28%,62.28,62.28,,,,
471,Encode String with Shortest Length,https://www.leetcode.com/problems/encode-string-with-shortest-length,Hard,"String, DP",Curated Algo,50.69%,60.69,60.69,,,,
484,Find Permutation,https://www.leetcode.com/problems/find-permutation,Medium,"Array, String, Stack, Greedy",Curated Algo,67%,109.00,109.00,,,,
487,Max Consecutive Ones II,https://www.leetcode.com/problems/max-consecutive-ones-ii,Medium,"Array, DP, Sliding Window",Curated Algo,49.59%,69.09,69.09,,,,
490,The Maze,https://www.leetcode.com/problems/the-maze,Medium,"DFS, BFS, Graph",Curated Algo,55.41%,59.91,59.91,,,,
499,The Maze III,https://www.leetcode.com/problems/the-maze-iii,Hard,"DFS, BFS, Graph, Priority Queue, Shortest Path",Curated Algo,46.86%,49.86,49.86,,,,
505,The Maze II,https://www.leetcode.com/problems/the-maze-ii,Medium,"DFS, BFS, Graph, Priority Queue, Shortest Path",Curated Algo,52.40%,56.90,56.90,,,,
509,Fibonacci Number,https://www.leetcode.com/problems/fibonacci-number,Easy,"Math, DP, Recursion, Memoization",Curated Algo,69.19%,85.19,85.19,,,,
527,Word Abbreviation,https://www.leetcode.com/problems/word-abbreviation,Hard,"Array, String, Greedy, Trie, Sorting",Curated Algo,60.31%,85.31,85.31,,,,
531,Lonely Pixel I,https://www.leetcode.com/problems/lonely-pixel-i,Medium,"Array, Hash Table, Matrix",Curated Algo,62.08%,93.58,93.58,,,,
536,Construct Binary Tree from String,https://www.leetcode.com/problems/construct-binary-tree-from-string,Medium,"String, Tree, DFS, Binary Tree",Curated Algo,56.14%,78.64,78.64,,,,
542,01 Matrix,https://www.leetcode.com/problems/largest-substring-between-two-equal-characters,Medium,"Array, DP, BFS, Matrix",Grind 75,44.18%,69.68,69.68,,,,
543,Diameter of Binary Tree,https://www.leetcode.com/problems/diameter-of-binary-tree,Easy,"Tree, DFS, Binary Tree",Top Liked,55.99%,71.99,71.99,,,,
545,Boundary of Binary Tree,https://www.leetcode.com/problems/boundary-of-binary-tree,Medium,"Tree, DFS, Binary Tree",Curated Algo,44.29%,56.29,56.29,,,,
549,Binary Tree Longest Consecutive Sequence II,https://www.leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii,Medium,"Tree, DFS, Binary Tree",Curated Algo,49.48%,61.48,61.48,,,,
560,Subarray Sum Equals K,https://www.leetcode.com/problems/subarray-sum-equals-k,Medium,"Array, Hash Table, Prefix Sum","Sixty Basic,Top Liked",44.01%,81.51,89.01,,,,
562,Longest Line of Consecutive One in Matrix,https://www.leetcode.com/problems/longest-line-of-consecutive-one-in-matrix,Medium,"Array, DP, Matrix",Curated Algo,50.01%,69.51,69.51,,,,
568,Maximum Vacation Days,https://www.leetcode.com/problems/maximum-vacation-days,Hard,"Array, DP, Matrix",Curated Algo,44.82%,57.82,57.82,,,,
572,Subtree of Another Tree,https://www.leetcode.com/problems/subtree-of-another-tree,Easy,"Tree, DFS, String Matching, Binary Tree, Hash Function","Blind 75, Grind 75",45.98%,81.98,79.98,traverse s to check if any subtree in s equals t; merkle hashing?,https://youtu.be/E36O5SWp-LE,,
